,Unnamed: 0,ally_tower_kills,enemy_tower_kills,ally_inhibitor_kills,enemy_inhibitor_kills,ally_baron_kills,enemy_baron_kills,ally_dragon_kills,enemy_dragon_kills,ally_rift_kills,enemy_rift_kills,ally_kills,enemy_kills,score_diff,win,elo
304,304,2,10,0,2,0,1,2,2,0,2,20,36,-8.295726181438326,False,grandmaster
305,305,11,3,4,0,1,0,3,1,1,1,33,19,6.033946467905771,True,grandmaster
306,306,11,4,3,0,1,0,4,0,2,0,44,34,4.902173106496782,True,grandmaster
307,307,2,11,0,3,0,1,1,3,1,1,12,30,-10.297155872037209,False,grandmaster
308,308,5,8,0,1,1,1,2,2,1,1,22,33,-3.5613448486152848,False,grandmaster
309,309,2,7,0,1,0,1,2,1,0,2,16,25,-5.714265677749637,False,grandmaster
310,310,3,11,0,2,0,1,2,1,1,0,40,42,2.294293009310508,False,grandmaster
311,311,9,2,2,0,1,0,2,1,2,0,28,9,15.199838654746015,True,grandmaster
312,312,2,9,0,1,0,1,0,4,0,2,20,29,-6.322816833134993,False,grandmaster
313,313,0,9,0,2,1,0,1,3,0,2,23,37,-6.467279489127598,False,grandmaster
314,314,1,10,0,3,0,2,0,4,0,2,18,37,-9.273743811110585,False,grandmaster
315,315,7,3,1,0,2,0,4,0,1,1,34,15,9.19853854222859,True,grandmaster
316,316,10,2,2,0,0,1,3,0,1,1,38,11,10.52477991726724,True,grandmaster
317,317,9,0,2,0,1,0,3,0,2,0,38,21,7.280142695456846,True,grandmaster
318,318,1,8,0,2,0,1,0,4,1,1,26,32,-3.4318345556790817,False,grandmaster
319,319,10,1,2,0,1,0,3,0,1,1,45,17,11.840580097951438,True,grandmaster
320,320,3,9,0,1,0,1,0,4,0,2,14,36,-6.343345211595498,False,grandmaster
321,321,10,2,1,0,1,0,3,0,2,0,40,24,8.377936508557397,True,grandmaster
322,322,4,10,0,4,0,2,0,5,1,1,25,33,-2.6904194026122,False,grandmaster
323,323,6,10,1,1,0,2,1,3,0,2,22,40,-9.064379014696408,False,grandmaster
324,324,6,8,0,1,0,1,0,3,2,0,22,31,-5.108720397890124,False,grandmaster
325,325,4,9,0,1,0,1,2,2,1,1,17,26,-6.8569072930366985,False,grandmaster
326,326,9,7,3,1,0,2,2,2,0,2,40,56,-5.527312513717995,False,grandmaster
327,327,10,2,1,0,1,1,4,0,2,0,45,33,3.050936270483504,True,grandmaster
328,328,8,9,1,2,2,1,3,3,2,0,45,45,1.2731440489465342,False,grandmaster
329,329,7,10,2,3,2,2,3,4,0,2,37,54,-4.97335789679007,False,grandmaster
330,330,9,3,2,0,1,0,2,1,0,2,26,16,7.093392494203769,True,grandmaster
331,331,7,4,2,0,1,0,4,0,1,1,28,14,9.40080968740424,True,grandmaster
332,332,11,7,5,2,1,2,4,2,2,0,40,33,2.579907941979812,True,grandmaster
333,333,7,6,1,1,0,1,4,0,2,0,30,26,0.5546723579282755,True,grandmaster
334,334,7,7,0,1,1,2,3,3,1,1,29,42,-7.078573852344135,False,grandmaster
335,335,7,4,1,0,1,0,1,2,0,2,35,28,6.701381356948062,True,grandmaster
336,336,1,8,0,1,0,0,0,3,1,1,22,41,-5.725417383394657,False,grandmaster
337,337,3,8,0,1,0,1,1,2,0,2,25,36,-7.458742268343457,False,grandmaster
338,338,11,3,3,0,2,0,2,2,1,0,43,26,7.799944119346797,True,grandmaster
339,339,7,2,1,0,1,0,2,1,1,1,35,25,7.35295960164872,True,grandmaster
340,340,11,4,3,0,2,0,3,2,0,1,40,29,5.035486845333672,True,grandmaster
341,341,11,2,2,0,1,1,4,0,2,0,36,33,-1.9918223433358195,True,grandmaster
342,342,3,11,0,3,0,2,0,4,1,1,18,41,-11.323480242351955,False,grandmaster
343,343,8,2,1,0,1,0,4,0,0,2,46,27,4.9896727091378,True,grandmaster
344,344,11,0,4,0,2,0,3,1,2,0,49,29,7.581407712798686,True,grandmaster
345,345,3,7,0,1,0,1,1,2,1,1,28,39,-5.504094159670423,False,grandmaster
346,346,4,8,0,1,0,1,2,2,1,0,15,28,-8.692979830559636,False,grandmaster
347,347,7,8,1,2,3,0,1,4,0,2,42,41,0.9788336305347728,True,grandmaster
348,348,9,2,1,0,1,0,4,0,0,1,40,25,5.899963282010951,True,grandmaster
349,349,3,9,0,1,0,2,0,4,0,2,21,28,-1.7200303895426217,False,grandmaster
350,350,10,1,1,0,1,0,3,0,1,1,21,10,6.769302051665186,True,grandmaster
351,351,10,1,2,0,1,0,3,0,2,0,30,14,11.367922916508036,True,grandmaster
352,352,7,5,1,0,0,1,2,2,1,1,25,22,-0.5003977707646428,True,grandmaster
353,353,4,8,0,1,1,1,1,4,0,2,27,29,-0.87858169465418,False,grandmaster
354,354,4,2,0,0,1,0,3,1,1,1,29,14,8.436171316869697,True,grandmaster
355,355,10,5,2,0,0,1,2,2,2,0,36,30,2.7217649558515404,True,grandmaster
356,356,10,0,2,0,1,0,2,1,1,1,33,18,9.556828119662775,True,grandmaster
357,357,9,2,2,0,1,0,1,2,1,1,34,23,7.940910662892314,True,grandmaster
358,358,4,11,0,2,0,1,0,4,0,2,24,39,-8.985941586547689,False,grandmaster
359,359,6,2,1,0,1,0,3,0,2,0,41,18,10.25531782908267,True,grandmaster
360,360,10,2,2,0,1,0,3,1,1,0,29,24,2.867667367697763,True,grandmaster
361,361,10,2,2,0,1,0,2,1,2,0,40,31,5.935832815765224,True,grandmaster
362,362,10,1,2,0,1,0,3,1,2,0,28,25,2.1889724457310398,True,grandmaster
363,363,3,5,0,0,0,1,0,3,0,1,15,30,-6.708394992658086,False,grandmaster
364,364,10,3,1,0,1,0,2,1,0,1,29,31,-1.6286649167211138,True,grandmaster
365,365,7,3,1,0,1,0,3,0,1,1,34,16,10.264696312889775,True,grandmaster
366,366,9,1,2,0,2,0,4,0,2,0,35,19,7.4112045415271695,True,grandmaster
367,367,2,10,0,2,0,1,0,4,0,2,20,33,-4.354247342238757,False,grandmaster
368,368,11,2,4,0,2,0,3,1,2,0,51,28,6.820370755000219,True,grandmaster
369,369,8,6,2,0,2,0,3,1,1,1,51,26,8.025732403971837,True,grandmaster
370,370,3,8,0,1,0,2,1,3,1,1,32,36,-5.570960853872066,False,grandmaster
371,371,8,0,1,0,1,0,3,1,1,1,38,31,2.194280814368831,True,grandmaster
372,372,2,10,0,2,0,1,2,2,0,2,20,36,-8.295726181438326,False,grandmaster
373,373,11,3,4,0,1,0,3,1,1,1,33,19,6.033946467905771,True,grandmaster
374,374,11,4,3,0,1,0,4,0,2,0,44,34,4.902173106496782,True,grandmaster
375,375,2,11,0,3,0,1,1,3,1,1,12,30,-10.297155872037209,False,grandmaster
376,376,5,8,0,1,1,1,2,2,1,1,22,33,-3.5613448486152848,False,grandmaster
377,377,2,7,0,1,0,1,2,1,0,2,16,25,-5.714265677749637,False,grandmaster
378,378,3,11,0,2,0,1,2,1,1,0,40,42,2.294293009310508,False,grandmaster
379,379,9,2,2,0,1,0,2,1,2,0,28,9,15.199838654746015,True,grandmaster
380,380,2,9,0,1,0,1,0,4,0,2,20,29,-6.322816833134993,False,grandmaster
381,381,0,9,0,2,1,0,1,3,0,2,23,37,-6.467279489127598,False,grandmaster
382,382,1,10,0,3,0,2,0,4,0,2,18,37,-9.273743811110585,False,grandmaster
383,383,7,3,1,0,2,0,4,0,1,1,34,15,9.19853854222859,True,grandmaster
384,384,10,2,2,0,0,1,3,0,1,1,38,11,10.52477991726724,True,grandmaster
385,385,9,0,2,0,1,0,3,0,2,0,38,21,7.280142695456846,True,grandmaster
386,386,1,8,0,2,0,1,0,4,1,1,26,32,-3.4318345556790817,False,grandmaster
387,387,10,1,2,0,1,0,3,0,1,1,45,17,11.840580097951438,True,grandmaster
388,388,3,9,0,1,0,1,0,4,0,2,14,36,-6.343345211595498,False,grandmaster
389,389,10,2,1,0,1,0,3,0,2,0,40,24,8.377936508557397,True,grandmaster
390,390,4,10,0,4,0,2,0,5,1,1,25,33,-2.6904194026122,False,grandmaster
391,391,6,10,1,1,0,2,1,3,0,2,22,40,-9.064379014696408,False,grandmaster
392,392,6,8,0,1,0,1,0,3,2,0,22,31,-5.108720397890124,False,grandmaster
393,393,4,9,0,1,0,1,2,2,1,1,17,26,-6.8569072930366985,False,grandmaster
394,394,9,7,3,1,0,2,2,2,0,2,40,56,-5.527312513717995,False,grandmaster
395,395,10,2,1,0,1,1,4,0,2,0,45,33,3.050936270483504,True,grandmaster
396,396,8,9,1,2,2,1,3,3,2,0,45,45,1.2731440489465342,False,grandmaster
397,397,7,10,2,3,2,2,3,4,0,2,37,54,-4.97335789679007,False,grandmaster
398,398,9,3,2,0,1,0,2,1,0,2,26,16,7.093392494203769,True,grandmaster
399,399,7,4,2,0,1,0,4,0,1,1,28,14,9.40080968740424,True,grandmaster
400,400,11,7,5,2,1,2,4,2,2,0,40,33,2.579907941979812,True,grandmaster
401,401,7,6,1,1,0,1,4,0,2,0,30,26,0.5546723579282755,True,grandmaster
402,402,7,7,0,1,1,2,3,3,1,1,29,42,-7.078573852344135,False,grandmaster
403,403,7,4,1,0,1,0,1,2,0,2,35,28,6.701381356948062,True,grandmaster
404,404,1,8,0,1,0,0,0,3,1,1,22,41,-5.725417383394657,False,grandmaster
405,405,3,8,0,1,0,1,1,2,0,2,25,36,-7.458742268343457,False,grandmaster
406,406,11,3,3,0,2,0,2,2,1,0,43,26,7.799944119346797,True,grandmaster
407,407,7,2,1,0,1,0,2,1,1,1,35,25,7.35295960164872,True,grandmaster
408,408,11,4,3,0,2,0,3,2,0,1,40,29,5.035486845333672,True,grandmaster
409,409,11,2,2,0,1,1,4,0,2,0,36,33,-1.9918223433358195,True,grandmaster
410,410,3,11,0,3,0,2,0,4,1,1,18,41,-11.323480242351955,False,grandmaster
411,411,8,2,1,0,1,0,4,0,0,2,46,27,4.9896727091378,True,grandmaster
412,412,11,0,4,0,2,0,3,1,2,0,49,29,7.581407712798686,True,grandmaster
413,413,3,7,0,1,0,1,1,2,1,1,28,39,-5.504094159670423,False,grandmaster
414,414,4,8,0,1,0,1,2,2,1,0,15,28,-8.692979830559636,False,grandmaster
415,415,7,8,1,2,3,0,1,4,0,2,42,41,0.9788336305347728,True,grandmaster
416,416,9,2,1,0,1,0,4,0,0,1,40,25,5.899963282010951,True,grandmaster
417,417,3,9,0,1,0,2,0,4,0,2,21,28,-1.7200303895426217,False,grandmaster
418,418,10,1,1,0,1,0,3,0,1,1,21,10,6.769302051665186,True,grandmaster
419,419,10,1,2,0,1,0,3,0,2,0,30,14,11.367922916508036,True,grandmaster
420,420,7,5,1,0,0,1,2,2,1,1,25,22,-0.5003977707646428,True,grandmaster
421,421,4,8,0,1,1,1,1,4,0,2,27,29,-0.87858169465418,False,grandmaster
422,422,4,2,0,0,1,0,3,1,1,1,29,14,8.436171316869697,True,grandmaster
423,423,10,5,2,0,0,1,2,2,2,0,36,30,2.7217649558515404,True,grandmaster
424,424,10,0,2,0,1,0,2,1,1,1,33,18,9.556828119662775,True,grandmaster
425,425,9,2,2,0,1,0,1,2,1,1,34,23,7.940910662892314,True,grandmaster
426,426,4,11,0,2,0,1,0,4,0,2,24,39,-8.985941586547689,False,grandmaster
427,427,6,2,1,0,1,0,3,0,2,0,41,18,10.25531782908267,True,grandmaster
428,428,10,2,2,0,1,0,3,1,1,0,29,24,2.867667367697763,True,grandmaster
429,429,10,2,2,0,1,0,2,1,2,0,40,31,5.935832815765224,True,grandmaster
430,430,10,1,2,0,1,0,3,1,2,0,28,25,2.1889724457310398,True,grandmaster
431,431,3,5,0,0,0,1,0,3,0,1,15,30,-6.708394992658086,False,grandmaster
432,432,10,3,1,0,1,0,2,1,0,1,29,31,-1.6286649167211138,True,grandmaster
433,433,7,3,1,0,1,0,3,0,1,1,34,16,10.264696312889775,True,grandmaster
434,434,9,1,2,0,2,0,4,0,2,0,35,19,7.4112045415271695,True,grandmaster
435,435,2,10,0,2,0,1,0,4,0,2,20,33,-4.354247342238757,False,grandmaster
436,436,11,2,4,0,2,0,3,1,2,0,51,28,6.820370755000219,True,grandmaster
437,437,8,6,2,0,2,0,3,1,1,1,51,26,8.025732403971837,True,grandmaster
438,438,3,8,0,1,0,2,1,3,1,1,32,36,-5.570960853872066,False,grandmaster
439,439,8,0,1,0,1,0,3,1,1,1,38,31,2.194280814368831,True,grandmaster
440,440,2,10,0,2,0,1,2,2,0,2,20,36,-8.295726181438326,False,grandmaster
441,441,11,3,4,0,1,0,3,1,1,1,33,19,6.033946467905771,True,grandmaster
442,442,11,4,3,0,1,0,4,0,2,0,44,34,4.902173106496782,True,grandmaster
443,443,2,11,0,3,0,1,1,3,1,1,12,30,-10.297155872037209,False,grandmaster
444,444,5,8,0,1,1,1,2,2,1,1,22,33,-3.5613448486152848,False,grandmaster
445,445,2,7,0,1,0,1,2,1,0,2,16,25,-5.714265677749637,False,grandmaster
446,446,3,11,0,2,0,1,2,1,1,0,40,42,2.294293009310508,False,grandmaster
447,447,9,2,2,0,1,0,2,1,2,0,28,9,15.199838654746015,True,grandmaster
448,448,2,9,0,1,0,1,0,4,0,2,20,29,-6.322816833134993,False,grandmaster
449,449,0,9,0,2,1,0,1,3,0,2,23,37,-6.467279489127598,False,grandmaster
450,450,1,10,0,3,0,2,0,4,0,2,18,37,-9.273743811110585,False,grandmaster
451,451,7,3,1,0,2,0,4,0,1,1,34,15,9.19853854222859,True,grandmaster
452,452,10,2,2,0,0,1,3,0,1,1,38,11,10.52477991726724,True,grandmaster
453,453,9,0,2,0,1,0,3,0,2,0,38,21,7.280142695456846,True,grandmaster
454,454,1,8,0,2,0,1,0,4,1,1,26,32,-3.4318345556790817,False,grandmaster
455,455,10,1,2,0,1,0,3,0,1,1,45,17,11.840580097951438,True,grandmaster
456,456,3,9,0,1,0,1,0,4,0,2,14,36,-6.343345211595498,False,grandmaster
457,457,10,2,1,0,1,0,3,0,2,0,40,24,8.377936508557397,True,grandmaster
458,458,4,10,0,4,0,2,0,5,1,1,25,33,-2.6904194026122,False,grandmaster
459,459,6,10,1,1,0,2,1,3,0,2,22,40,-9.064379014696408,False,grandmaster
460,460,6,8,0,1,0,1,0,3,2,0,22,31,-5.108720397890124,False,grandmaster
461,461,4,9,0,1,0,1,2,2,1,1,17,26,-6.8569072930366985,False,grandmaster
462,462,9,7,3,1,0,2,2,2,0,2,40,56,-5.527312513717995,False,grandmaster
463,463,10,2,1,0,1,1,4,0,2,0,45,33,3.050936270483504,True,grandmaster
464,464,8,9,1,2,2,1,3,3,2,0,45,45,1.2731440489465342,False,grandmaster
465,465,7,10,2,3,2,2,3,4,0,2,37,54,-4.97335789679007,False,grandmaster
466,466,9,3,2,0,1,0,2,1,0,2,26,16,7.093392494203769,True,grandmaster
467,467,7,4,2,0,1,0,4,0,1,1,28,14,9.40080968740424,True,grandmaster
468,468,11,7,5,2,1,2,4,2,2,0,40,33,2.579907941979812,True,grandmaster
469,469,7,6,1,1,0,1,4,0,2,0,30,26,0.5546723579282755,True,grandmaster
470,470,7,7,0,1,1,2,3,3,1,1,29,42,-7.078573852344135,False,grandmaster
471,471,7,4,1,0,1,0,1,2,0,2,35,28,6.701381356948062,True,grandmaster
472,472,1,8,0,1,0,0,0,3,1,1,22,41,-5.725417383394657,False,grandmaster
473,473,3,8,0,1,0,1,1,2,0,2,25,36,-7.458742268343457,False,grandmaster
474,474,11,3,3,0,2,0,2,2,1,0,43,26,7.799944119346797,True,grandmaster
475,475,7,2,1,0,1,0,2,1,1,1,35,25,7.35295960164872,True,grandmaster
