,ally_tower_kills,enemy_tower_kills,ally_inhibitor_kills,enemy_inhibitor_kills,ally_baron_kills,enemy_baron_kills,ally_dragon_kills,enemy_dragon_kills,ally_rift_kills,enemy_rift_kills,ally_kills,enemy_kills,score_diff,win
124,9,2,1,0,1,0,3,1,1,1,42,26,6.147355818553336,True
125,3,10,0,1,1,1,1,3,1,1,26,31,2.0713318107424,False
126,0,6,0,1,0,1,1,2,0,2,21,38,-9.831492931984009,False
127,9,10,3,4,2,1,3,4,0,2,37,32,4.040985218553708,True
128,9,2,2,0,1,0,2,0,0,2,25,10,9.970663443619522,True
129,1,7,0,1,0,0,0,2,1,1,14,33,-11.761864859948247,False
130,1,8,0,2,0,1,1,2,1,1,4,22,-12.558853888859481,False
131,8,2,2,0,1,0,3,0,1,0,30,18,10.90341328776804,True
132,8,2,2,0,1,0,2,1,2,0,33,23,1.9370277176124304,True
133,1,7,0,1,1,0,0,4,1,1,24,30,-5.426168475541147,False
134,11,1,3,0,2,0,2,1,2,0,27,12,11.20363059124324,True
135,7,3,1,0,1,0,2,2,2,0,30,25,5.114558081409989,True
136,3,9,0,1,0,1,0,4,2,0,22,34,-5.77496119683024,False
137,10,6,4,0,2,0,4,2,0,2,44,33,3.1514972506974246,True
138,4,11,0,2,0,1,2,2,1,1,17,32,-4.358455279438267,False
139,4,9,0,1,0,1,2,1,1,1,18,38,-10.250218902913403,False
140,4,11,0,4,0,2,1,3,1,1,23,34,-5.663190462075441,False
141,5,9,1,1,0,1,3,2,1,1,25,29,-0.8057240113347675,False
142,5,8,0,1,0,1,2,2,1,1,33,43,-3.443728892091535,False
143,10,3,2,0,1,0,2,1,1,1,30,12,13.784017447953417,True
144,3,7,0,0,1,0,1,3,0,2,21,34,-3.3943163172704587,False
145,3,8,0,1,0,2,2,2,0,2,27,36,-0.7606770455937166,False
146,4,8,0,1,1,1,1,2,1,1,37,43,-4.87387000612086,False
147,7,4,1,0,1,0,0,2,2,0,30,22,3.215697556703965,True
148,2,5,0,0,0,1,0,3,2,0,15,21,-6.61240249997676,False
149,7,3,1,0,1,0,3,1,1,1,26,19,4.78747847335309,True
150,7,0,2,0,1,0,2,1,2,0,18,18,3.780746916051278,True
151,1,11,0,3,0,1,1,3,0,2,13,25,-5.942855425345805,False
152,8,5,1,0,1,0,1,3,1,1,32,24,5.282337501581829,True
153,10,4,2,0,1,0,3,1,2,0,43,25,7.862317350629738,True
154,3,11,0,5,1,1,3,2,2,0,31,40,-2.2736251939131407,False
155,3,11,0,3,0,2,2,1,0,2,22,47,-9.523158389150879,False
156,3,10,0,2,0,1,0,3,1,1,8,26,-14.349268360101888,False
157,8,7,1,2,2,0,2,3,0,2,48,62,-3.570060603741048,True
158,9,4,2,0,1,0,1,2,1,1,36,29,8.194888920538737,True
159,3,11,0,2,0,1,1,3,1,1,24,32,-4.8939176430842295,False
160,6,8,1,1,1,0,2,2,2,0,23,27,-2.729069311055838,False
161,11,3,3,0,2,0,2,2,0,2,37,31,2.10722348432472,True
162,8,5,1,0,1,0,4,1,1,1,48,44,2.059195486437673,True
163,8,3,1,0,1,0,2,1,0,2,40,24,2.605000036824592,True
164,3,9,0,1,1,0,1,2,1,1,29,36,-2.9735366714248244,False
165,2,9,0,2,0,1,2,2,0,2,21,37,-10.000697741995594,False
166,11,2,3,0,1,0,4,0,2,0,25,6,12.91449080918543,True
167,5,8,0,1,0,1,1,3,1,1,29,32,4.373059290400974,False
168,3,10,0,2,1,1,1,4,1,1,22,34,-4.269675314992497,False
