,ally_tower_kills,enemy_tower_kills,ally_inhibitor_kills,enemy_inhibitor_kills,ally_baron_kills,enemy_baron_kills,ally_dragon_kills,enemy_dragon_kills,ally_rift_kills,enemy_rift_kills,ally_kills,enemy_kills,score_diff,win
441,4,8,0,1,1,1,1,2,1,1,37,43,-4.87387000612086,False
442,3,10,0,1,0,1,0,4,1,1,13,33,-10.998964949313056,False
443,1,11,0,3,0,1,0,3,1,1,13,26,-11.926354547614274,False
444,10,2,2,0,1,0,2,2,1,1,37,31,1.8189111858624045,True
445,10,2,2,0,1,1,3,1,2,0,43,24,8.827427035460438,True
446,6,11,0,6,1,2,1,3,1,1,25,31,-2.3929505347977127,False
447,8,4,1,0,1,1,0,4,1,1,31,31,1.6767934592809581,True
448,3,10,0,2,0,1,0,4,1,1,16,34,-7.830413196500878,False
449,7,6,1,0,1,0,2,0,0,2,32,29,3.499055062575927,True
450,3,11,0,2,0,1,1,3,1,1,24,32,-4.8939176430842295,False
451,7,0,2,0,1,0,3,0,1,1,39,17,11.93790798684985,True
452,7,2,1,0,1,0,3,1,1,1,36,24,8.172573513821177,True
453,10,2,2,0,2,0,2,2,0,2,49,23,7.449372011168322,True
454,11,3,1,0,1,1,4,1,2,0,48,31,7.5948309918977515,True
