,Unnamed: 0,ally_tower_kills,enemy_tower_kills,ally_inhibitor_kills,enemy_inhibitor_kills,ally_baron_kills,enemy_baron_kills,ally_dragon_kills,enemy_dragon_kills,ally_rift_kills,enemy_rift_kills,ally_kills,enemy_kills,score_diff,win,elo
295,295,6,9,0,2,1,0,1,2,1,0,28,38,-4.088171132103561,False,grandmaster
296,296,4,7,0,1,0,1,1,2,1,1,18,31,-7.671410351600514,False,grandmaster
297,297,1,9,0,1,0,1,0,3,1,1,14,31,-4.928422447216263,False,grandmaster
298,298,10,2,1,0,1,0,2,1,1,1,34,21,3.685174639800266,True,grandmaster
299,299,9,3,1,0,1,0,3,1,1,1,27,18,8.47921301311861,True,grandmaster
300,300,0,8,0,1,0,1,2,2,0,2,18,39,-9.344060196484088,False,grandmaster
301,301,1,10,0,2,0,1,0,3,0,2,18,33,-8.588053399223647,False,grandmaster
302,302,3,9,0,1,0,1,1,1,0,2,26,31,-3.145101264799024,False,grandmaster
303,303,7,8,1,1,2,0,0,5,0,2,37,43,-2.5298063860627664,False,grandmaster
304,304,4,8,0,1,1,0,0,3,2,0,25,36,-1.0706717953365157,False,grandmaster
305,305,8,4,1,0,1,0,3,1,2,0,48,24,9.300287330391184,True,grandmaster
306,306,3,10,0,1,0,1,1,3,2,0,26,37,-4.043697003410237,False,grandmaster
307,307,3,7,0,1,0,2,3,2,1,1,38,48,-2.092559298731615,False,grandmaster
308,308,8,1,1,0,1,0,2,2,1,1,37,24,8.250091885694296,True,grandmaster
309,309,2,9,0,1,0,1,1,2,1,1,18,31,-6.815550158215928,False,grandmaster
310,310,10,3,3,0,2,0,3,2,1,1,39,37,3.210791347127845,True,grandmaster
311,311,9,2,1,0,1,0,2,2,2,0,27,18,6.564153447142999,True,grandmaster
312,312,9,2,1,0,1,0,3,1,2,0,30,21,8.025187846487285,True,grandmaster
313,313,8,11,0,2,2,1,0,5,2,0,45,54,-6.019747104396302,False,grandmaster
314,314,9,5,2,0,2,0,4,1,1,1,33,14,10.801234563821453,True,grandmaster
315,315,9,0,2,0,1,0,3,0,2,0,29,15,11.12119322821694,True,grandmaster
316,316,2,11,0,3,0,1,1,3,1,1,28,45,-5.537536523667846,False,grandmaster
317,317,3,7,0,2,0,1,1,2,0,2,27,54,-10.43726860627391,False,grandmaster
318,318,8,7,1,1,1,2,0,5,2,0,48,36,1.956000836692816,True,grandmaster
319,319,2,8,0,1,0,1,0,4,2,0,19,37,-6.629521960274182,False,grandmaster
320,320,6,10,1,3,1,1,2,4,1,1,56,55,-0.6229809517844416,True,grandmaster
321,321,8,2,1,0,1,0,2,2,2,0,33,29,0.7690142740128891,True,grandmaster
322,322,7,1,1,0,1,0,2,1,1,1,22,16,9.752605864695788,True,grandmaster
323,323,4,5,0,0,1,0,2,1,2,0,22,16,2.9833480565435906,True,grandmaster
324,324,3,8,0,1,0,0,1,2,0,2,39,41,-2.476495221237805,False,grandmaster
325,325,10,10,2,2,1,1,0,4,0,2,22,36,-7.114394012082215,False,grandmaster
326,326,11,2,2,0,1,0,2,1,1,1,23,15,4.927925302481143,True,grandmaster
327,327,4,11,0,3,0,2,1,2,2,0,22,32,-7.647417027117108,False,grandmaster
328,328,9,3,2,0,1,0,2,2,1,1,33,35,0.5852198472022181,True,grandmaster
329,329,3,8,0,1,0,2,0,4,1,1,20,39,-12.139170881288692,False,grandmaster
330,330,3,10,0,2,1,1,1,4,0,2,36,48,-3.96749919250599,False,grandmaster
331,331,3,9,0,1,0,1,2,2,2,0,13,31,-8.075984977718143,False,grandmaster
332,332,2,11,0,4,0,2,2,3,0,2,17,35,-7.127161141037064,False,grandmaster
333,333,8,2,1,0,2,0,4,1,0,2,41,33,3.78539342629918,True,grandmaster
334,334,3,11,0,2,0,2,3,2,0,2,43,42,5.2972743344348885,False,grandmaster
335,335,5,5,1,0,0,1,2,1,1,1,32,28,3.794162549613489,True,grandmaster
336,336,10,2,2,0,1,0,3,1,2,0,38,19,11.972084580184326,True,grandmaster
337,337,7,7,1,0,2,1,3,3,1,1,22,35,-3.2811355684864267,True,grandmaster
338,338,9,2,1,0,1,0,4,0,2,0,30,13,9.1052923169919,True,grandmaster
339,339,5,8,0,1,1,2,4,1,0,2,39,31,2.806458759709514,False,grandmaster
340,340,11,1,3,0,1,0,2,2,0,2,26,15,9.847667930429663,True,grandmaster
341,341,9,1,2,0,1,0,3,1,2,0,26,21,0.7921588230770453,True,grandmaster
342,342,10,1,2,0,1,0,2,1,1,1,38,17,8.288733428661622,True,grandmaster
343,343,1,10,0,1,0,1,2,1,0,2,22,29,-3.098174727953364,False,grandmaster
344,344,8,0,1,0,1,0,4,0,2,0,25,14,9.778552983198956,True,grandmaster
345,345,4,8,0,0,1,1,1,2,1,1,29,48,-7.054919516610987,False,grandmaster
346,346,10,4,3,0,1,0,3,1,1,0,40,25,5.283496497804109,True,grandmaster
347,347,11,0,3,0,1,0,2,0,2,0,24,10,8.368057486813747,True,grandmaster
348,348,11,5,3,0,1,0,1,2,1,1,32,34,2.6779109652784783,True,grandmaster
349,349,2,9,0,2,0,1,2,2,0,2,17,35,-10.306936137316931,False,grandmaster
350,350,6,3,1,0,1,1,3,1,2,0,32,34,0.2672831950443921,True,grandmaster
351,351,0,11,0,3,0,1,0,4,0,2,14,30,-11.502564935866616,False,grandmaster
352,352,10,3,2,0,2,0,1,4,1,1,53,33,6.473643109098404,True,grandmaster
353,353,10,3,4,0,3,0,3,3,0,2,35,38,0.5635843337233126,True,grandmaster
354,354,2,11,0,1,0,1,2,1,2,0,18,31,-4.243960747018278,False,grandmaster
355,355,9,3,2,0,1,0,3,1,2,0,39,25,4.878542132918447,True,grandmaster
356,356,10,3,2,0,1,0,2,1,2,0,39,23,7.080683755061862,True,grandmaster
357,357,6,9,0,2,1,0,1,2,1,0,28,38,-4.088171132103561,False,grandmaster
358,358,4,7,0,1,0,1,1,2,1,1,18,31,-7.671410351600514,False,grandmaster
359,359,1,9,0,1,0,1,0,3,1,1,14,31,-4.928422447216263,False,grandmaster
360,360,10,2,1,0,1,0,2,1,1,1,34,21,3.685174639800266,True,grandmaster
361,361,9,3,1,0,1,0,3,1,1,1,27,18,8.47921301311861,True,grandmaster
362,362,0,8,0,1,0,1,2,2,0,2,18,39,-9.344060196484088,False,grandmaster
363,363,1,10,0,2,0,1,0,3,0,2,18,33,-8.588053399223647,False,grandmaster
364,364,3,9,0,1,0,1,1,1,0,2,26,31,-3.145101264799024,False,grandmaster
365,365,7,8,1,1,2,0,0,5,0,2,37,43,-2.5298063860627664,False,grandmaster
366,366,4,8,0,1,1,0,0,3,2,0,25,36,-1.0706717953365157,False,grandmaster
367,367,8,4,1,0,1,0,3,1,2,0,48,24,9.300287330391184,True,grandmaster
368,368,3,10,0,1,0,1,1,3,2,0,26,37,-4.043697003410237,False,grandmaster
369,369,3,7,0,1,0,2,3,2,1,1,38,48,-2.092559298731615,False,grandmaster
370,370,8,1,1,0,1,0,2,2,1,1,37,24,8.250091885694296,True,grandmaster
371,371,2,9,0,1,0,1,1,2,1,1,18,31,-6.815550158215928,False,grandmaster
372,372,10,3,3,0,2,0,3,2,1,1,39,37,3.210791347127845,True,grandmaster
373,373,9,2,1,0,1,0,2,2,2,0,27,18,6.564153447142999,True,grandmaster
374,374,9,2,1,0,1,0,3,1,2,0,30,21,8.025187846487285,True,grandmaster
375,375,8,11,0,2,2,1,0,5,2,0,45,54,-6.019747104396302,False,grandmaster
376,376,9,5,2,0,2,0,4,1,1,1,33,14,10.801234563821453,True,grandmaster
377,377,9,0,2,0,1,0,3,0,2,0,29,15,11.12119322821694,True,grandmaster
378,378,2,11,0,3,0,1,1,3,1,1,28,45,-5.537536523667846,False,grandmaster
379,379,3,7,0,2,0,1,1,2,0,2,27,54,-10.43726860627391,False,grandmaster
380,380,8,7,1,1,1,2,0,5,2,0,48,36,1.956000836692816,True,grandmaster
381,381,2,8,0,1,0,1,0,4,2,0,19,37,-6.629521960274182,False,grandmaster
382,382,6,10,1,3,1,1,2,4,1,1,56,55,-0.6229809517844416,True,grandmaster
383,383,8,2,1,0,1,0,2,2,2,0,33,29,0.7690142740128891,True,grandmaster
384,384,7,1,1,0,1,0,2,1,1,1,22,16,9.752605864695788,True,grandmaster
385,385,4,5,0,0,1,0,2,1,2,0,22,16,2.9833480565435906,True,grandmaster
386,386,3,8,0,1,0,0,1,2,0,2,39,41,-2.476495221237805,False,grandmaster
387,387,10,10,2,2,1,1,0,4,0,2,22,36,-7.114394012082215,False,grandmaster
388,388,11,2,2,0,1,0,2,1,1,1,23,15,4.927925302481143,True,grandmaster
389,389,4,11,0,3,0,2,1,2,2,0,22,32,-7.647417027117108,False,grandmaster
390,390,9,3,2,0,1,0,2,2,1,1,33,35,0.5852198472022181,True,grandmaster
391,391,3,8,0,1,0,2,0,4,1,1,20,39,-12.139170881288692,False,grandmaster
392,392,3,10,0,2,1,1,1,4,0,2,36,48,-3.96749919250599,False,grandmaster
393,393,3,9,0,1,0,1,2,2,2,0,13,31,-8.075984977718143,False,grandmaster
394,394,2,11,0,4,0,2,2,3,0,2,17,35,-7.127161141037064,False,grandmaster
395,395,8,2,1,0,2,0,4,1,0,2,41,33,3.78539342629918,True,grandmaster
396,396,3,11,0,2,0,2,3,2,0,2,43,42,5.2972743344348885,False,grandmaster
397,397,5,5,1,0,0,1,2,1,1,1,32,28,3.794162549613489,True,grandmaster
398,398,10,2,2,0,1,0,3,1,2,0,38,19,11.972084580184326,True,grandmaster
399,399,7,7,1,0,2,1,3,3,1,1,22,35,-3.2811355684864267,True,grandmaster
400,400,9,2,1,0,1,0,4,0,2,0,30,13,9.1052923169919,True,grandmaster
401,401,5,8,0,1,1,2,4,1,0,2,39,31,2.806458759709514,False,grandmaster
402,402,11,1,3,0,1,0,2,2,0,2,26,15,9.847667930429663,True,grandmaster
403,403,9,1,2,0,1,0,3,1,2,0,26,21,0.7921588230770453,True,grandmaster
404,404,10,1,2,0,1,0,2,1,1,1,38,17,8.288733428661622,True,grandmaster
405,405,1,10,0,1,0,1,2,1,0,2,22,29,-3.098174727953364,False,grandmaster
406,406,8,0,1,0,1,0,4,0,2,0,25,14,9.778552983198956,True,grandmaster
407,407,4,8,0,0,1,1,1,2,1,1,29,48,-7.054919516610987,False,grandmaster
408,408,10,4,3,0,1,0,3,1,1,0,40,25,5.283496497804109,True,grandmaster
409,409,11,0,3,0,1,0,2,0,2,0,24,10,8.368057486813747,True,grandmaster
410,410,11,5,3,0,1,0,1,2,1,1,32,34,2.6779109652784783,True,grandmaster
411,411,2,9,0,2,0,1,2,2,0,2,17,35,-10.306936137316931,False,grandmaster
412,412,6,3,1,0,1,1,3,1,2,0,32,34,0.2672831950443921,True,grandmaster
413,413,0,11,0,3,0,1,0,4,0,2,14,30,-11.502564935866616,False,grandmaster
414,414,10,3,2,0,2,0,1,4,1,1,53,33,6.473643109098404,True,grandmaster
415,415,10,3,4,0,3,0,3,3,0,2,35,38,0.5635843337233126,True,grandmaster
416,416,2,11,0,1,0,1,2,1,2,0,18,31,-4.243960747018278,False,grandmaster
417,417,9,3,2,0,1,0,3,1,2,0,39,25,4.878542132918447,True,grandmaster
418,418,10,3,2,0,1,0,2,1,2,0,39,23,7.080683755061862,True,grandmaster
419,419,6,9,0,2,1,0,1,2,1,0,28,38,-4.088171132103561,False,grandmaster
420,420,4,7,0,1,0,1,1,2,1,1,18,31,-7.671410351600514,False,grandmaster
421,421,1,9,0,1,0,1,0,3,1,1,14,31,-4.928422447216263,False,grandmaster
422,422,10,2,1,0,1,0,2,1,1,1,34,21,3.685174639800266,True,grandmaster
423,423,9,3,1,0,1,0,3,1,1,1,27,18,8.47921301311861,True,grandmaster
424,424,0,8,0,1,0,1,2,2,0,2,18,39,-9.344060196484088,False,grandmaster
425,425,1,10,0,2,0,1,0,3,0,2,18,33,-8.588053399223647,False,grandmaster
426,426,3,9,0,1,0,1,1,1,0,2,26,31,-3.145101264799024,False,grandmaster
427,427,7,8,1,1,2,0,0,5,0,2,37,43,-2.5298063860627664,False,grandmaster
428,428,4,8,0,1,1,0,0,3,2,0,25,36,-1.0706717953365157,False,grandmaster
429,429,8,4,1,0,1,0,3,1,2,0,48,24,9.300287330391184,True,grandmaster
430,430,3,10,0,1,0,1,1,3,2,0,26,37,-4.043697003410237,False,grandmaster
431,431,3,7,0,1,0,2,3,2,1,1,38,48,-2.092559298731615,False,grandmaster
432,432,8,1,1,0,1,0,2,2,1,1,37,24,8.250091885694296,True,grandmaster
433,433,2,9,0,1,0,1,1,2,1,1,18,31,-6.815550158215928,False,grandmaster
